state_name1,state_name2,state_name1_alpha_3,state_name2_alpha_3,y,x,yend,xend,pairs,n
United Kingdom,Libya,GBR,LBY,54,-2,25,17,United Kingdom-Libya,17
Turkey,Pakistan,TUR,PAK,39,35,30,70,Turkey-Pakistan,27
United Kingdom,Pakistan,GBR,PAK,54,-2,30,70,United Kingdom-Pakistan,44
United Kingdom,Philippines,GBR,PHL,54,-2,13,122,United Kingdom-Philippines,24
United Kingdom,Australia,GBR,AUS,54,-2,-27,133,United Kingdom-Australia,24
United Kingdom,New Zealand,GBR,NZL,54,-2,-41,174,United Kingdom-New Zealand,24
France,Pakistan,FRA,PAK,46,2,30,70,France-Pakistan,19
France,Thailand,FRA,THA,46,2,15,100,France-Thailand,24
France,Philippines,FRA,PHL,46,2,13,122,France-Philippines,21
France,Australia,FRA,AUS,46,2,-27,133,France-Australia,21
France,New Zealand,FRA,NZL,46,2,-41,174,France-New Zealand,21
Pakistan,Thailand,PAK,THA,30,70,15,100,Pakistan-Thailand,19
Pakistan,Philippines,PAK,PHL,30,70,13,122,Pakistan-Philippines,19
Pakistan,Australia,PAK,AUS,30,70,-27,133,Pakistan-Australia,19
Pakistan,New Zealand,PAK,NZL,30,70,-41,174,Pakistan-New Zealand,19
Thailand,Philippines,THA,PHL,15,100,13,122,Thailand-Philippines,24
Thailand,Australia,THA,AUS,15,100,-27,133,Thailand-Australia,24
Thailand,New Zealand,THA,NZL,15,100,-41,174,Thailand-New Zealand,24
Philippines,Australia,PHL,AUS,13,122,-27,133,Philippines-Australia,24
Philippines,New Zealand,PHL,NZL,13,122,-41,174,Philippines-New Zealand,24
Iraq,Pakistan,IRQ,PAK,33,44,30,70,Iraq-Pakistan,5
Poland,Albania,POL,ALB,52,20,41,20,Poland-Albania,14
Hungary,Albania,HUN,ALB,47,20,41,20,Hungary-Albania,2
Albania,Romania,ALB,ROU,41,20,46,25,Albania-Romania,14
France,Libya,FRA,LBY,46,2,25,17,France-Libya,57
France,Morocco,FRA,MAR,46,2,32,-5,France-Morocco,11
United Kingdom,Israel,GBR,ISR,54,-2,31.5,34.75,United Kingdom-Israel,1
France,Israel,FRA,ISR,46,2,31.5,34.75,France-Israel,1
United Kingdom,Malaysia,GBR,MYS,54,-2,2.5,112.5,United Kingdom-Malaysia,15
China,Myanmar,CHN,MMR,35,105,22,98,China-Myanmar,11
France,Central African Republic,FRA,CAF,46,2,7,21,France-Central African Republic,17
France,Chad,FRA,TCD,46,2,15,19,France-Chad,19
France,Congo,FRA,COG,46,2,-1,15,France-Congo,19
Central African Republic,Chad,CAF,TCD,7,21,15,19,Central African Republic-Chad,35
Central African Republic,Congo,CAF,COG,7,21,-1,15,Central African Republic-Congo,57
Chad,Congo,TCD,COG,15,19,-1,15,Chad-Congo,37
Greece,Cyprus,GRC,CYP,39,22,35,33,Greece-Cyprus,15
Cyprus,Turkey,CYP,TUR,35,33,39,35,Cyprus-Turkey,15
France,Gabon,FRA,GAB,46,2,-1,11.75,France-Gabon,53
Afghanistan,China,AFG,CHN,33,65,35,105,Afghanistan-China,31
China,Cambodia,CHN,KHM,35,105,13,105,China-Cambodia,14
Mali,Guinea,MLI,GIN,17,-4,11,-10,Mali-Guinea,39
Mali,Ghana,MLI,GHA,17,-4,8,-2,Mali-Ghana,39
Guinea,Ghana,GIN,GHA,11,-10,8,-2,Guinea-Ghana,39
Senegal,Benin,SEN,BEN,14,-14,9.5,2.25,Senegal-Benin,40
Senegal,Mauritania,SEN,MRT,14,-14,20,-12,Senegal-Mauritania,29
Senegal,Niger,SEN,NER,14,-14,16,8,Senegal-Niger,41
Senegal,Burkina Faso,SEN,BFA,14,-14,13,-2,Senegal-Burkina Faso,41
Senegal,Togo,SEN,TGO,14,-14,8,1.16666666,Senegal-Togo,39
Senegal,Cameroon,SEN,CMR,14,-14,28,3,Senegal-Cameroon,4
Senegal,Gabon,SEN,GAB,14,-14,-1,11.75,Senegal-Gabon,4
Senegal,Central African Republic,SEN,CAF,14,-14,7,21,Senegal-Central African Republic,4
Senegal,Chad,SEN,TCD,14,-14,15,19,Senegal-Chad,4
Senegal,Congo,SEN,COG,14,-14,-1,15,Senegal-Congo,4
Senegal,Rwanda,SEN,RWA,14,-14,-2,30,Senegal-Rwanda,2
Senegal,Madagascar,SEN,MDG,14,-14,-20,47,Senegal-Madagascar,4
Benin,Mauritania,BEN,MRT,9.5,2.25,20,-12,Benin-Mauritania,28
Benin,Niger,BEN,NER,9.5,2.25,16,8,Benin-Niger,40
Benin,Burkina Faso,BEN,BFA,9.5,2.25,13,-2,Benin-Burkina Faso,40
Benin,Togo,BEN,TGO,9.5,2.25,8,1.16666666,Benin-Togo,38
Benin,Cameroon,BEN,CMR,9.5,2.25,28,3,Benin-Cameroon,4
Benin,Gabon,BEN,GAB,9.5,2.25,-1,11.75,Benin-Gabon,4
Benin,Central African Republic,BEN,CAF,9.5,2.25,7,21,Benin-Central African Republic,4
Benin,Chad,BEN,TCD,9.5,2.25,15,19,Benin-Chad,4
Benin,Congo,BEN,COG,9.5,2.25,-1,15,Benin-Congo,4
Benin,Rwanda,BEN,RWA,9.5,2.25,-2,30,Benin-Rwanda,2
Benin,Madagascar,BEN,MDG,9.5,2.25,-20,47,Benin-Madagascar,4
Mauritania,Niger,MRT,NER,20,-12,16,8,Mauritania-Niger,29
Mauritania,Burkina Faso,MRT,BFA,20,-12,13,-2,Mauritania-Burkina Faso,29
Mauritania,Togo,MRT,TGO,20,-12,8,1.16666666,Mauritania-Togo,27
Mauritania,Cameroon,MRT,CMR,20,-12,28,3,Mauritania-Cameroon,4
Mauritania,Gabon,MRT,GAB,20,-12,-1,11.75,Mauritania-Gabon,4
Mauritania,Central African Republic,MRT,CAF,20,-12,7,21,Mauritania-Central African Republic,4
Mauritania,Chad,MRT,TCD,20,-12,15,19,Mauritania-Chad,4
Mauritania,Congo,MRT,COG,20,-12,-1,15,Mauritania-Congo,4
Mauritania,Rwanda,MRT,RWA,20,-12,-2,30,Mauritania-Rwanda,2
Mauritania,Madagascar,MRT,MDG,20,-12,-20,47,Mauritania-Madagascar,4
Niger,Burkina Faso,NER,BFA,16,8,13,-2,Niger-Burkina Faso,41
Niger,Togo,NER,TGO,16,8,8,1.16666666,Niger-Togo,39
Niger,Cameroon,NER,CMR,16,8,28,3,Niger-Cameroon,4
Niger,Gabon,NER,GAB,16,8,-1,11.75,Niger-Gabon,4
Niger,Central African Republic,NER,CAF,16,8,7,21,Niger-Central African Republic,4
Niger,Chad,NER,TCD,16,8,15,19,Niger-Chad,4
Niger,Congo,NER,COG,16,8,-1,15,Niger-Congo,4
Niger,Rwanda,NER,RWA,16,8,-2,30,Niger-Rwanda,2
Niger,Madagascar,NER,MDG,16,8,-20,47,Niger-Madagascar,4
Burkina Faso,Togo,BFA,TGO,13,-2,8,1.16666666,Burkina Faso-Togo,39
Burkina Faso,Cameroon,BFA,CMR,13,-2,28,3,Burkina Faso-Cameroon,4
Burkina Faso,Gabon,BFA,GAB,13,-2,-1,11.75,Burkina Faso-Gabon,4
Burkina Faso,Central African Republic,BFA,CAF,13,-2,7,21,Burkina Faso-Central African Republic,4
Burkina Faso,Chad,BFA,TCD,13,-2,15,19,Burkina Faso-Chad,4
Burkina Faso,Congo,BFA,COG,13,-2,-1,15,Burkina Faso-Congo,4
Burkina Faso,Rwanda,BFA,RWA,13,-2,-2,30,Burkina Faso-Rwanda,2
Burkina Faso,Madagascar,BFA,MDG,13,-2,-20,47,Burkina Faso-Madagascar,4
Togo,Cameroon,TGO,CMR,8,1.16666666,28,3,Togo-Cameroon,2
Togo,Gabon,TGO,GAB,8,1.16666666,-1,11.75,Togo-Gabon,2
Togo,Central African Republic,TGO,CAF,8,1.16666666,7,21,Togo-Central African Republic,2
Togo,Chad,TGO,TCD,8,1.16666666,15,19,Togo-Chad,2
Togo,Congo,TGO,COG,8,1.16666666,-1,15,Togo-Congo,2
Togo,Rwanda,TGO,RWA,8,1.16666666,-2,30,Togo-Rwanda,2
Togo,Madagascar,TGO,MDG,8,1.16666666,-20,47,Togo-Madagascar,2
Cameroon,Gabon,CMR,GAB,28,3,-1,11.75,Cameroon-Gabon,17
Cameroon,Central African Republic,CMR,CAF,28,3,7,21,Cameroon-Central African Republic,17
Cameroon,Chad,CMR,TCD,28,3,15,19,Cameroon-Chad,17
Cameroon,Congo,CMR,COG,28,3,-1,15,Cameroon-Congo,17
Cameroon,Rwanda,CMR,RWA,28,3,-2,30,Cameroon-Rwanda,15
Cameroon,Madagascar,CMR,MDG,28,3,-20,47,Cameroon-Madagascar,4
Gabon,Central African Republic,GAB,CAF,-1,11.75,7,21,Gabon-Central African Republic,17
Gabon,Chad,GAB,TCD,-1,11.75,15,19,Gabon-Chad,17
Gabon,Congo,GAB,COG,-1,11.75,-1,15,Gabon-Congo,17
Gabon,Rwanda,GAB,RWA,-1,11.75,-2,30,Gabon-Rwanda,15
Gabon,Madagascar,GAB,MDG,-1,11.75,-20,47,Gabon-Madagascar,4
Central African Republic,Rwanda,CAF,RWA,7,21,-2,30,Central African Republic-Rwanda,22
Central African Republic,Madagascar,CAF,MDG,7,21,-20,47,Central African Republic-Madagascar,4
Chad,Rwanda,TCD,RWA,15,19,-2,30,Chad-Rwanda,15
Chad,Madagascar,TCD,MDG,15,19,-20,47,Chad-Madagascar,4
Congo,Rwanda,COG,RWA,-1,15,-2,30,Congo-Rwanda,22
Congo,Madagascar,COG,MDG,-1,15,-20,47,Congo-Madagascar,4
Rwanda,Madagascar,RWA,MDG,-2,30,-20,47,Rwanda-Madagascar,2
Canada,China,CAN,CHN,60,-95,35,105,Canada-China,3
Canada,India,CAN,IND,60,-95,20,77,Canada-India,3
Canada,Myanmar,CAN,MMR,60,-95,22,98,Canada-Myanmar,3
Canada,Thailand,CAN,THA,60,-95,15,100,Canada-Thailand,3
Canada,Cambodia,CAN,KHM,60,-95,13,105,Canada-Cambodia,3
United Kingdom,China,GBR,CHN,54,-2,35,105,United Kingdom-China,3
United Kingdom,India,GBR,IND,54,-2,20,77,United Kingdom-India,3
United Kingdom,Myanmar,GBR,MMR,54,-2,22,98,United Kingdom-Myanmar,3
United Kingdom,Cambodia,GBR,KHM,54,-2,13,105,United Kingdom-Cambodia,3
France,China,FRA,CHN,46,2,35,105,France-China,3
France,India,FRA,IND,46,2,20,77,France-India,3
France,Myanmar,FRA,MMR,46,2,22,98,France-Myanmar,3
France,Cambodia,FRA,KHM,46,2,13,105,France-Cambodia,3
Poland,China,POL,CHN,52,20,35,105,Poland-China,3
Poland,India,POL,IND,52,20,20,77,Poland-India,3
Poland,Myanmar,POL,MMR,52,20,22,98,Poland-Myanmar,3
Poland,Thailand,POL,THA,52,20,15,100,Poland-Thailand,3
Poland,Cambodia,POL,KHM,52,20,13,105,Poland-Cambodia,3
China,India,CHN,IND,35,105,20,77,China-India,3
China,Thailand,CHN,THA,35,105,15,100,China-Thailand,3
India,Myanmar,IND,MMR,20,77,22,98,India-Myanmar,3
India,Thailand,IND,THA,20,77,15,100,India-Thailand,3
India,Cambodia,IND,KHM,20,77,13,105,India-Cambodia,3
Myanmar,Thailand,MMR,THA,22,98,15,100,Myanmar-Thailand,3
Myanmar,Cambodia,MMR,KHM,22,98,13,105,Myanmar-Cambodia,3
Thailand,Cambodia,THA,KHM,15,100,13,105,Thailand-Cambodia,3
Kenya,Ethiopia,KEN,ETH,1,38,8,38,Kenya-Ethiopia,50
Burundi,Rwanda,BDI,RWA,-3.5,30,-2,30,Burundi-Rwanda,49
India,Bangladesh,IND,BGD,20,77,24,90,India-Bangladesh,26
Uganda,Sudan,UGA,SDN,1,32,15,30,Uganda-Sudan,15
India,Pakistan,IND,PAK,20,77,30,70,India-Pakistan,41
Niger,Libya,NER,LBY,16,8,25,17,Niger-Libya,8
Guinea-Bissau,Gambia,GNB,GMB,12,-15,13.46666666,-16.56666666,Guinea-Bissau-Gambia,36
Guinea-Bissau,Mali,GNB,MLI,12,-15,17,-4,Guinea-Bissau-Mali,36
Guinea-Bissau,Senegal,GNB,SEN,12,-15,14,-14,Guinea-Bissau-Senegal,36
Guinea-Bissau,Benin,GNB,BEN,12,-15,9.5,2.25,Guinea-Bissau-Benin,36
Guinea-Bissau,Mauritania,GNB,MRT,12,-15,20,-12,Guinea-Bissau-Mauritania,24
Guinea-Bissau,Niger,GNB,NER,12,-15,16,8,Guinea-Bissau-Niger,36
Guinea-Bissau,Guinea,GNB,GIN,12,-15,11,-10,Guinea-Bissau-Guinea,56
Guinea-Bissau,Burkina Faso,GNB,BFA,12,-15,13,-2,Guinea-Bissau-Burkina Faso,36
Guinea-Bissau,Liberia,GNB,LBR,12,-15,6.5,-9.5,Guinea-Bissau-Liberia,36
Guinea-Bissau,Sierra Leone,GNB,SLE,12,-15,8.5,-11.5,Guinea-Bissau-Sierra Leone,36
Guinea-Bissau,Ghana,GNB,GHA,12,-15,8,-2,Guinea-Bissau-Ghana,36
Guinea-Bissau,Togo,GNB,TGO,12,-15,8,1.16666666,Guinea-Bissau-Togo,36
Guinea-Bissau,Nigeria,GNB,NGA,12,-15,10,8,Guinea-Bissau-Nigeria,36
Gambia,Mali,GMB,MLI,13.46666666,-16.56666666,17,-4,Gambia-Mali,36
Gambia,Senegal,GMB,SEN,13.46666666,-16.56666666,14,-14,Gambia-Senegal,45
Gambia,Benin,GMB,BEN,13.46666666,-16.56666666,9.5,2.25,Gambia-Benin,36
Gambia,Mauritania,GMB,MRT,13.46666666,-16.56666666,20,-12,Gambia-Mauritania,24
Gambia,Niger,GMB,NER,13.46666666,-16.56666666,16,8,Gambia-Niger,36
Gambia,Guinea,GMB,GIN,13.46666666,-16.56666666,11,-10,Gambia-Guinea,36
Gambia,Burkina Faso,GMB,BFA,13.46666666,-16.56666666,13,-2,Gambia-Burkina Faso,36
Gambia,Liberia,GMB,LBR,13.46666666,-16.56666666,6.5,-9.5,Gambia-Liberia,36
Gambia,Sierra Leone,GMB,SLE,13.46666666,-16.56666666,8.5,-11.5,Gambia-Sierra Leone,36
Gambia,Ghana,GMB,GHA,13.46666666,-16.56666666,8,-2,Gambia-Ghana,36
Gambia,Togo,GMB,TGO,13.46666666,-16.56666666,8,1.16666666,Gambia-Togo,36
Gambia,Nigeria,GMB,NGA,13.46666666,-16.56666666,10,8,Gambia-Nigeria,36
Mali,Senegal,MLI,SEN,17,-4,14,-14,Mali-Senegal,37
Mali,Benin,MLI,BEN,17,-4,9.5,2.25,Mali-Benin,36
Mali,Mauritania,MLI,MRT,17,-4,20,-12,Mali-Mauritania,25
Mali,Niger,MLI,NER,17,-4,16,8,Mali-Niger,37
Mali,Burkina Faso,MLI,BFA,17,-4,13,-2,Mali-Burkina Faso,37
Mali,Liberia,MLI,LBR,17,-4,6.5,-9.5,Mali-Liberia,36
Mali,Sierra Leone,MLI,SLE,17,-4,8.5,-11.5,Mali-Sierra Leone,36
Mali,Togo,MLI,TGO,17,-4,8,1.16666666,Mali-Togo,37
Mali,Nigeria,MLI,NGA,17,-4,10,8,Mali-Nigeria,36
Senegal,Guinea,SEN,GIN,14,-14,11,-10,Senegal-Guinea,36
Senegal,Liberia,SEN,LBR,14,-14,6.5,-9.5,Senegal-Liberia,36
Senegal,Sierra Leone,SEN,SLE,14,-14,8.5,-11.5,Senegal-Sierra Leone,36
Senegal,Ghana,SEN,GHA,14,-14,8,-2,Senegal-Ghana,36
Senegal,Nigeria,SEN,NGA,14,-14,10,8,Senegal-Nigeria,36
Benin,Guinea,BEN,GIN,9.5,2.25,11,-10,Benin-Guinea,36
Benin,Liberia,BEN,LBR,9.5,2.25,6.5,-9.5,Benin-Liberia,36
Benin,Sierra Leone,BEN,SLE,9.5,2.25,8.5,-11.5,Benin-Sierra Leone,36
Benin,Ghana,BEN,GHA,9.5,2.25,8,-2,Benin-Ghana,36
Benin,Nigeria,BEN,NGA,9.5,2.25,10,8,Benin-Nigeria,36
Mauritania,Guinea,MRT,GIN,20,-12,11,-10,Mauritania-Guinea,24
Mauritania,Liberia,MRT,LBR,20,-12,6.5,-9.5,Mauritania-Liberia,24
Mauritania,Sierra Leone,MRT,SLE,20,-12,8.5,-11.5,Mauritania-Sierra Leone,24
Mauritania,Ghana,MRT,GHA,20,-12,8,-2,Mauritania-Ghana,24
Mauritania,Nigeria,MRT,NGA,20,-12,10,8,Mauritania-Nigeria,24
Niger,Guinea,NER,GIN,16,8,11,-10,Niger-Guinea,36
Niger,Liberia,NER,LBR,16,8,6.5,-9.5,Niger-Liberia,36
Niger,Sierra Leone,NER,SLE,16,8,8.5,-11.5,Niger-Sierra Leone,36
Niger,Ghana,NER,GHA,16,8,8,-2,Niger-Ghana,36
Niger,Nigeria,NER,NGA,16,8,10,8,Niger-Nigeria,36
Guinea,Burkina Faso,GIN,BFA,11,-10,13,-2,Guinea-Burkina Faso,36
Guinea,Liberia,GIN,LBR,11,-10,6.5,-9.5,Guinea-Liberia,64
Guinea,Sierra Leone,GIN,SLE,11,-10,8.5,-11.5,Guinea-Sierra Leone,42
Guinea,Togo,GIN,TGO,11,-10,8,1.16666666,Guinea-Togo,36
Guinea,Nigeria,GIN,NGA,11,-10,10,8,Guinea-Nigeria,36
Burkina Faso,Liberia,BFA,LBR,13,-2,6.5,-9.5,Burkina Faso-Liberia,36
Burkina Faso,Sierra Leone,BFA,SLE,13,-2,8.5,-11.5,Burkina Faso-Sierra Leone,36
Burkina Faso,Ghana,BFA,GHA,13,-2,8,-2,Burkina Faso-Ghana,36
Burkina Faso,Nigeria,BFA,NGA,13,-2,10,8,Burkina Faso-Nigeria,36
Liberia,Sierra Leone,LBR,SLE,6.5,-9.5,8.5,-11.5,Liberia-Sierra Leone,42
Liberia,Ghana,LBR,GHA,6.5,-9.5,8,-2,Liberia-Ghana,36
Liberia,Togo,LBR,TGO,6.5,-9.5,8,1.16666666,Liberia-Togo,36
Liberia,Nigeria,LBR,NGA,6.5,-9.5,10,8,Liberia-Nigeria,36
Sierra Leone,Ghana,SLE,GHA,8.5,-11.5,8,-2,Sierra Leone-Ghana,36
Sierra Leone,Togo,SLE,TGO,8.5,-11.5,8,1.16666666,Sierra Leone-Togo,36
Sierra Leone,Nigeria,SLE,NGA,8.5,-11.5,10,8,Sierra Leone-Nigeria,36
Ghana,Togo,GHA,TGO,8,-2,8,1.16666666,Ghana-Togo,36
Ghana,Nigeria,GHA,NGA,8,-2,10,8,Ghana-Nigeria,36
Togo,Nigeria,TGO,NGA,8,1.16666666,10,8,Togo-Nigeria,36
Angola,Zambia,AGO,ZMB,-12.5,18.5,-15,30,Angola-Zambia,11
Chad,Libya,TCD,LBY,15,19,25,17,Chad-Libya,3
Italy,Malta,ITA,MLT,42.83333333,12.83333333,35.83333333,14.58333333,Italy-Malta,5
Ethiopia,Libya,ETH,LBY,8,38,25,17,Ethiopia-Libya,6
Hungary,Angola,HUN,AGO,47,20,-12.5,18.5,Hungary-Angola,9
Bulgaria,Libya,BGR,LBY,43,25,25,17,Bulgaria-Libya,7
Lebanon,Israel,LBN,ISR,33.83333333,35.83333333,31.5,34.75,Lebanon-Israel,2
Mozambique,South Africa,MOZ,ZAF,-18.25,35,-29,24,Mozambique-South Africa,11
Malta,Libya,MLT,LBY,35.83333333,14.58333333,25,17,Malta-Libya,6
Afghanistan,Pakistan,AFG,PAK,33,65,30,70,Afghanistan-Pakistan,13
Hungary,Ukraine,HUN,UKR,47,20,49,32,Hungary-Ukraine,22
Ukraine,Belarus,UKR,BLR,49,32,53,28,Ukraine-Belarus,18
Ukraine,Armenia,UKR,ARM,49,32,40,45,Ukraine-Armenia,35
Ukraine,Azerbaijan,UKR,AZE,49,32,40.5,47.5,Ukraine-Azerbaijan,18
Ukraine,Turkmenistan,UKR,TKM,49,32,40,60,Ukraine-Turkmenistan,18
Ukraine,Tajikistan,UKR,TJK,49,32,39,71,Ukraine-Tajikistan,18
Ukraine,Kyrgyzstan,UKR,KGZ,49,32,41,75,Ukraine-Kyrgyzstan,18
Ukraine,Uzbekistan,UKR,UZB,49,32,41,64,Ukraine-Uzbekistan,18
Ukraine,Kazakhstan,UKR,KAZ,49,32,48,68,Ukraine-Kazakhstan,18
Belarus,Armenia,BLR,ARM,53,28,40,45,Belarus-Armenia,39
Belarus,Azerbaijan,BLR,AZE,53,28,40.5,47.5,Belarus-Azerbaijan,41
Belarus,Turkmenistan,BLR,TKM,53,28,40,60,Belarus-Turkmenistan,18
Belarus,Tajikistan,BLR,TJK,53,28,39,71,Belarus-Tajikistan,39
Belarus,Kyrgyzstan,BLR,KGZ,53,28,41,75,Belarus-Kyrgyzstan,39
Belarus,Uzbekistan,BLR,UZB,53,28,41,64,Belarus-Uzbekistan,39
Belarus,Kazakhstan,BLR,KAZ,53,28,48,68,Belarus-Kazakhstan,39
Armenia,Azerbaijan,ARM,AZE,40,45,40.5,47.5,Armenia-Azerbaijan,39
Armenia,Turkmenistan,ARM,TKM,40,45,40,60,Armenia-Turkmenistan,18
Armenia,Tajikistan,ARM,TJK,40,45,39,71,Armenia-Tajikistan,39
Armenia,Kyrgyzstan,ARM,KGZ,40,45,41,75,Armenia-Kyrgyzstan,39
Armenia,Uzbekistan,ARM,UZB,40,45,41,64,Armenia-Uzbekistan,39
Armenia,Kazakhstan,ARM,KAZ,40,45,48,68,Armenia-Kazakhstan,39
Azerbaijan,Turkmenistan,AZE,TKM,40.5,47.5,40,60,Azerbaijan-Turkmenistan,18
Azerbaijan,Tajikistan,AZE,TJK,40.5,47.5,39,71,Azerbaijan-Tajikistan,39
Azerbaijan,Kyrgyzstan,AZE,KGZ,40.5,47.5,41,75,Azerbaijan-Kyrgyzstan,39
Azerbaijan,Uzbekistan,AZE,UZB,40.5,47.5,41,64,Azerbaijan-Uzbekistan,39
Azerbaijan,Kazakhstan,AZE,KAZ,40.5,47.5,48,68,Azerbaijan-Kazakhstan,39
Turkmenistan,Tajikistan,TKM,TJK,40,60,39,71,Turkmenistan-Tajikistan,29
Turkmenistan,Kyrgyzstan,TKM,KGZ,40,60,41,75,Turkmenistan-Kyrgyzstan,18
Turkmenistan,Uzbekistan,TKM,UZB,40,60,41,64,Turkmenistan-Uzbekistan,29
Turkmenistan,Kazakhstan,TKM,KAZ,40,60,48,68,Turkmenistan-Kazakhstan,18
Tajikistan,Kyrgyzstan,TJK,KGZ,39,71,41,75,Tajikistan-Kyrgyzstan,56
Tajikistan,Uzbekistan,TJK,UZB,39,71,41,64,Tajikistan-Uzbekistan,62
Tajikistan,Kazakhstan,TJK,KAZ,39,71,48,68,Tajikistan-Kazakhstan,56
Kyrgyzstan,Uzbekistan,KGZ,UZB,41,75,41,64,Kyrgyzstan-Uzbekistan,72
Kyrgyzstan,Kazakhstan,KGZ,KAZ,41,75,48,68,Kyrgyzstan-Kazakhstan,56
Uzbekistan,Kazakhstan,UZB,KAZ,41,64,48,68,Uzbekistan-Kazakhstan,51
Poland,Ukraine,POL,UKR,52,20,49,32,Poland-Ukraine,21
Albania,Turkey,ALB,TUR,41,20,39,35,Albania-Turkey,21
Poland,Belarus,POL,BLR,52,20,53,28,Poland-Belarus,21
Poland,Latvia,POL,LVA,52,20,57,25,Poland-Latvia,21
Poland,Estonia,POL,EST,52,20,59,26,Poland-Estonia,21
Croatia,Bosnia and Herzegovina,HRV,BIH,45.16666666,15.5,44,18,Croatia-Bosnia and Herzegovina,26
Slovakia,Ukraine,SVK,UKR,48.66666666,19.5,49,32,Slovakia-Ukraine,20
Slovakia,Romania,SVK,ROU,48.66666666,19.5,46,25,Slovakia-Romania,20
Bulgaria,Belarus,BGR,BLR,43,25,53,28,Bulgaria-Belarus,20
Lithuania,Ukraine,LTU,UKR,56,24,49,32,Lithuania-Ukraine,19
Azerbaijan,Turkey,AZE,TUR,40.5,47.5,39,35,Azerbaijan-Turkey,19
Poland,Lithuania,POL,LTU,52,20,56,24,Poland-Lithuania,19
Croatia,Turkey,HRV,TUR,45.16666666,15.5,39,35,Croatia-Turkey,19
Jordan,Israel,JOR,ISR,31,36,31.5,34.75,Jordan-Israel,19
Lithuania,Belarus,LTU,BLR,56,24,53,28,Lithuania-Belarus,18
Latvia,Ukraine,LVA,UKR,57,25,49,32,Latvia-Ukraine,18
Latvia,Uzbekistan,LVA,UZB,57,25,41,64,Latvia-Uzbekistan,18
Indonesia,Australia,IDN,AUS,-5,120,-27,133,Indonesia-Australia,5
Tajikistan,China,TJK,CHN,39,71,35,105,Tajikistan-China,28
Kyrgyzstan,China,KGZ,CHN,41,75,35,105,Kyrgyzstan-China,17
Uzbekistan,China,UZB,CHN,41,64,35,105,Uzbekistan-China,23
Kazakhstan,China,KAZ,CHN,48,68,35,105,Kazakhstan-China,17
Slovakia,Uzbekistan,SVK,UZB,48.66666666,19.5,41,64,Slovakia-Uzbekistan,16
Congo,Angola,COG,AGO,-1,15,-12.5,18.5,Congo-Angola,23
Congo,Zimbabwe,COG,ZWE,-1,15,-20,30,Congo-Zimbabwe,3
Congo,Namibia,COG,NAM,-1,15,-22,17,Congo-Namibia,3
Angola,Zimbabwe,AGO,ZWE,-12.5,18.5,-20,30,Angola-Zimbabwe,3
Angola,Namibia,AGO,NAM,-12.5,18.5,-22,17,Angola-Namibia,3
Zimbabwe,Namibia,ZWE,NAM,-20,30,-22,17,Zimbabwe-Namibia,3
Cameroon,Burundi,CMR,BDI,28,3,-3.5,30,Cameroon-Burundi,13
Cameroon,Angola,CMR,AGO,28,3,-12.5,18.5,Cameroon-Angola,13
Gabon,Burundi,GAB,BDI,-1,11.75,-3.5,30,Gabon-Burundi,13
Gabon,Angola,GAB,AGO,-1,11.75,-12.5,18.5,Gabon-Angola,13
Central African Republic,Burundi,CAF,BDI,7,21,-3.5,30,Central African Republic-Burundi,20
Central African Republic,Angola,CAF,AGO,7,21,-12.5,18.5,Central African Republic-Angola,20
Chad,Burundi,TCD,BDI,15,19,-3.5,30,Chad-Burundi,13
Chad,Angola,TCD,AGO,15,19,-12.5,18.5,Chad-Angola,13
Congo,Burundi,COG,BDI,-1,15,-3.5,30,Congo-Burundi,20
Burundi,Angola,BDI,AGO,-3.5,30,-12.5,18.5,Burundi-Angola,20
Rwanda,Angola,RWA,AGO,-2,30,-12.5,18.5,Rwanda-Angola,20
Ethiopia,Eritrea,ETH,ERI,8,38,15,39,Ethiopia-Eritrea,13
Afghanistan,Turkmenistan,AFG,TKM,33,65,40,60,Afghanistan-Turkmenistan,11
Afghanistan,Tajikistan,AFG,TJK,33,65,39,71,Afghanistan-Tajikistan,11
Afghanistan,Uzbekistan,AFG,UZB,33,65,41,64,Afghanistan-Uzbekistan,11
Turkmenistan,China,TKM,CHN,40,60,35,105,Turkmenistan-China,11
Turkmenistan,Pakistan,TKM,PAK,40,60,30,70,Turkmenistan-Pakistan,11
Tajikistan,Pakistan,TJK,PAK,39,71,30,70,Tajikistan-Pakistan,11
Uzbekistan,Pakistan,UZB,PAK,41,64,30,70,Uzbekistan-Pakistan,11
China,Pakistan,CHN,PAK,35,105,30,70,China-Pakistan,11
Central African Republic,Uganda,CAF,UGA,7,21,1,32,Central African Republic-Uganda,7
Central African Republic,Kenya,CAF,KEN,7,21,1,38,Central African Republic-Kenya,7
Central African Republic,Zambia,CAF,ZMB,7,21,-15,30,Central African Republic-Zambia,7
Central African Republic,Sudan,CAF,SDN,7,21,15,30,Central African Republic-Sudan,7
Congo,Uganda,COG,UGA,-1,15,1,32,Congo-Uganda,7
Congo,Kenya,COG,KEN,-1,15,1,38,Congo-Kenya,7
Congo,Zambia,COG,ZMB,-1,15,-15,30,Congo-Zambia,7
Congo,Sudan,COG,SDN,-1,15,15,30,Congo-Sudan,7
Uganda,Kenya,UGA,KEN,1,32,1,38,Uganda-Kenya,7
Uganda,Burundi,UGA,BDI,1,32,-3.5,30,Uganda-Burundi,7
